region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,longmon,longten,internet,ebill,loglong,logequi,logcard,logwire,lninc,custcat,churn
2,72,53,0,12,152,2,32,0,1,1,43.25,3115,1,0,3.766997233,,2.957511061,3.804437795,5.023880521,4,0
2,4,39,0,11,38,4,1,0,0,2,2.8,9.35,1,0,1.029619417,,2.621038824,3.407841924,3.63758616,4,1
2,54,50,1,5,151,4,20,0,0,3,21.95,1248.25,0,0,3.08876714,,3.248434627,3.08190997,5.017279837,3,0
1,34,40,1,21,23,4,9,0,1,3,5.95,207.7,1,1,1.78339122,3.815512105,2.818398258,3.629660094,3.135494216,4,0
1,20,25,1,4,33,4,0,0,1,3,4.55,115.65,1,1,1.515127233,,2.957511061,3.297687005,3.496507561,1,0
3,14,49,0,4,26,1,8,0,0,1,6.5,86.7,0,0,1.871802177,,2.674148649,,3.258096538,1,0
1,61,59,0,26,89,1,40,1,1,1,17.35,988.8,0,0,2.853592506,,3.375879574,,4.48863637,3,0
2,4,24,0,2,25,4,0,0,0,1,3.75,12.4,1,0,1.32175584,,2.756840365,,3.218875825,1,1
3,16,48,0,25,59,2,13,0,0,2,7.85,104.9,0,0,2.060513532,,2.63905733,,4.077537444,3,1
1,13,41,0,9,55,2,12,0,1,3,4.85,55.65,0,1,1.578978705,,,,4.007333185,1,0
2,53,37,1,18,25,3,6,0,1,2,9.95,558.15,1,1,2.297572551,3.355153443,3.157000421,,3.218875825,2,1
2,58,36,1,13,39,2,8,0,1,7,16.4,933.1,1,1,2.797281335,,4.016383021,4.043928076,3.663561646,4,1
2,25,38,1,19,56,1,19,0,1,2,10.55,290.25,0,0,2.35612586,3.464172181,3.488902962,3.163363115,4.025351691,3,0
1,71,61,1,19,155,3,30,0,0,2,23.9,1684.05,0,0,3.173878459,,2.708050201,,5.043425117,3,0
1,22,33,1,13,119,5,0,0,1,4,4.3,88.5,1,1,1.458615023,3.943521672,,4.100160948,4.779123493,4,1
1,46,48,1,15,64,3,20,0,0,2,10.2,393.55,0,1,2.32238772,3.693866996,2.442347035,3.144152279,4.158883083,3,0
3,66,50,1,2,333,5,24,0,0,2,10.3,659.55,1,0,2.332143895,,2.656756907,,5.80814249,2,0
1,69,58,1,29,26,2,7,0,1,3,32.65,2321.8,1,0,3.485844856,3.988984047,3.375879574,3.924939231,3.258096538,4,0
2,38,49,1,3,33,4,11,0,0,4,6.85,285.55,1,1,1.924248652,3.740047741,,3.224857897,3.496507561,2,0
3,16,35,0,7,46,3,3,0,0,1,5.1,74.1,0,1,1.62924054,3.301377046,,,3.828641396,1,0
3,44,39,1,8,41,2,8,0,0,4,7.55,353.3,1,1,2.021547563,,2.327277706,,3.713572067,4,0
1,50,50,0,24,31,1,8,0,0,1,11.95,540.5,0,0,2.480731278,,3.341093458,,3.433987204,3,0
3,10,23,0,1,29,4,0,0,1,1,4.95,62.1,1,1,1.599387577,3.974997805,3.576550269,3.920982747,3.36729583,4,0
2,7,41,0,6,94,2,16,0,0,1,3.85,27.95,0,1,1.348073148,3.628332954,2.197224577,3.723280881,4.543294782,4,0
3,71,48,0,25,288,3,19,0,0,1,30.9,2123.6,0,0,3.430756184,,2.983153491,,5.66296048,1,0
3,16,39,1,5,31,1,4,0,1,5,5,69.6,0,0,1.609437912,,,,3.433987204,1,0
3,6,20,0,0,25,2,0,0,1,2,1.9,19.3,0,0,0.641853886,,2.740840024,,3.218875825,3,0
2,46,55,0,24,269,2,35,0,0,1,10.1,449.7,0,0,2.312535424,,2.890371758,,5.59471138,3,0
3,51,49,1,13,203,3,27,0,0,4,17.6,961.9,0,0,2.867898902,,3.079613758,,5.313205979,3,0
3,5,34,0,12,22,2,2,0,0,2,3.6,16.1,0,1,1.280933845,3.349904087,,2.960105096,3.091042453,1,1
2,49,54,1,23,25,2,1,0,1,4,14.65,719.5,0,0,2.684440335,,3.719651113,,3.218875825,1,0
3,49,51,1,14,222,5,16,0,0,2,12.25,575.6,1,1,2.505525937,,,,5.402677382,2,0
1,26,30,1,4,76,3,7,0,0,2,9.45,214.7,0,1,2.246014742,3.374168709,,,4.33073334,1,0
3,22,39,0,4,55,2,17,0,1,1,5.4,81.55,1,1,1.686398954,,2.876385516,3.916015027,4.007333185,4,1
3,51,45,1,4,46,3,6,0,0,2,20.7,1082.4,1,0,3.0301337,3.884651809,3.473518043,3.884651809,3.828641396,4,0
1,19,27,1,7,56,4,1,0,0,4,4.75,97.85,1,1,1.558144618,3.835141961,3.079613758,3.629660094,4.025351691,4,1
1,9,36,0,1,79,3,11,0,1,5,5.8,44.55,0,0,1.757857918,3.518980417,3.425889994,3.254242969,4.369447852,3,1
3,15,25,1,0,51,3,2,0,1,2,3.15,45.35,0,0,1.147402453,,,,3.931825633,1,0
2,57,63,0,19,61,1,27,0,0,1,12.7,767.75,0,0,2.541601993,,3.518980417,,4.110873864,3,0
3,48,45,0,15,41,1,10,0,1,2,10.2,445.7,0,0,2.32238772,,,,3.713572067,1,0
2,9,53,1,20,50,2,13,0,1,2,3.1,22,0,1,1.131402111,3.06105174,,,3.912023005,1,1
1,61,52,0,21,82,1,18,0,0,1,12.1,751.75,0,0,2.493205453,,2.756840365,,4.406719247,3,0
3,72,53,0,34,108,1,23,0,0,1,32.55,2361.35,0,0,3.482777369,,2.691243083,3.70745584,4.682131227,3,0
3,57,60,0,20,14,2,27,1,1,1,16.1,938.65,0,0,2.778819272,,2.463853241,,2.63905733,3,0
2,57,51,0,10,46,1,13,0,0,1,15.1,901.05,1,0,2.714694744,,2.014903021,,3.828641396,2,0
1,37,60,1,0,46,1,20,0,0,3,8.8,293.65,0,0,2.174751721,,3.091042453,,3.828641396,3,0
3,45,51,0,13,146,4,16,0,0,2,20.25,869.75,0,1,3.008154794,,3.630985476,,4.983606622,1,0
3,45,39,1,15,36,1,11,0,1,5,15.2,736.75,1,0,2.721295428,,2.656756907,,3.583518938,1,0
2,55,44,0,24,83,1,23,0,1,1,17.35,973.1,0,0,2.853592506,,2.656756907,,4.418840608,3,0
2,24,27,0,2,17,3,3,0,0,5,5.2,89,0,0,1.648658626,,,,2.833213344,2,1
3,1,20,0,1,18,3,0,0,0,1,4.2,4.2,1,1,1.435084525,3.527830033,,2.824350657,2.890371758,1,1
2,34,23,1,3,24,1,7,0,1,4,6,203.25,0,0,1.791759469,,2.545531272,,3.17805383,3,0
3,14,37,1,5,48,3,1,0,1,4,4.9,78.2,0,0,1.589235205,,,,3.871201011,1,0
3,6,32,0,10,47,1,10,0,0,1,3.85,29.9,0,0,1.348073148,,2.525728644,,3.850147602,3,0
3,24,30,0,0,25,4,5,0,0,2,8.7,186.6,1,1,2.163323026,,3.488902962,4.158883083,3.218875825,4,1
2,3,26,1,6,59,4,0,0,1,3,2.55,2.7,0,0,0.936093359,3.387774361,2.374905755,2.954910279,4.077537444,4,1
1,4,30,0,1,45,4,6,0,0,3,3.65,8.85,1,1,1.294727168,3.532225644,3.36729583,,3.80666249,4,1
1,72,40,1,19,163,4,15,0,0,2,39,2914,0,1,3.663561646,,2.691243083,,5.093750201,2,0
1,44,56,0,4,63,2,6,0,1,1,7.5,342.2,0,0,2.014903021,,,,4.143134726,3,1
1,50,43,0,6,27,3,4,0,0,1,15,817.85,0,0,2.708050201,,3.965563772,,3.295836866,3,0
2,61,50,1,16,190,2,22,0,1,2,16.85,1063.15,1,1,2.824350657,3.750679855,3.277144733,3.786459782,5.247024072,2,0
1,34,52,1,2,106,2,19,0,0,2,4.95,153.5,1,0,1.599387577,,2.602689685,,4.663439094,3,0
3,26,54,1,30,26,3,1,0,1,2,5.2,149.2,0,1,1.648658626,,3.16758253,3.669951444,3.258096538,4,1
1,15,46,1,17,63,5,1,0,0,2,3.7,40.55,1,1,1.30833282,3.749504076,,3.499533282,4.143134726,4,1
3,10,39,0,0,27,3,0,0,1,3,3,32.25,0,1,1.098612289,3.369018483,,,3.295836866,1,0
1,7,34,0,2,22,5,5,0,1,1,4.65,29.35,0,0,1.53686722,3.242592351,,,3.091042453,1,0
3,67,59,0,40,944,5,33,0,1,1,26.75,1837.55,1,1,3.286534473,3.999117712,3.576550269,4.186619838,6.850126166,4,0
3,70,49,0,18,87,2,22,0,1,1,25.6,1841.85,0,0,3.242592351,,3.228826156,,4.465908119,3,0
3,50,36,1,7,39,3,3,0,1,3,13.15,665.4,1,1,2.576421759,3.514526067,2.788092909,,3.663561646,2,1
