Year,Length,Title,Genre,Actor,Actress,Director,Popularity,Awards,Image
1991,135,DoorsThe,Drama,KilmerVal,RyanMeg,StoneOliver,60,No,NicholasCage.png
1990,98,Welcome HomeRoxy Carmichael,Comedy,DanielsJeff,RyderWinona,AbrahamsJim,41,No,NicholasCage.png
1972,99,Cancel My Reservation,Comedy,HopeBob,SaintEva Marie,BogartPaul,60,No,NicholasCage.png
1991,135,North by Northwest,Mystery,GrantCary,SaintEva Marie,HitchcockAlfred,20,No,alfredHitchcock.png
1966,127,Russians Are Comingthe Russians AreThe,Comedy,ReinerCarl,SaintEva Marie,JewisonNorman,79,Yes,NicholasCage.png
1992,213,Exodus,Drama,NewmanPaul,SaintEva Marie,PremingerOtto,13,No,paulNewman.png
1982,128,Ballad of NarayamaThe,Drama,OgataKen,SakamotoSumiko,ImamuraShohei,88,No,NicholasCage.png
1985,96,Out of the Darkness,Mystery,SheenMartin,SaltJennifer,TaylorJud,86,No,NicholasCage.png
1971,90,Garden of the Finzi-ContinisThe,Drama,CapolicchioLino,SandaDominique,De SicaVittorio,42,Yes,NicholasCage.png
1974,105,Steppenwolf,Drama,SydowMax von,SandaDominique,HainesFred,20,No,NicholasCage.png
1973,100,Mackintosh ManThe,Action,NewmanPaul,SandaDominique,HustonJohn,65,No,paulNewman.png
1968,105,Partner,Drama,ClementiPierre,SandrelliStefania,BertolucciBernardo,26,No,NicholasCage.png
1970,107,ConformistThe,Drama,TrintignantJean-Louis,SandrelliStefania,BertolucciBernardo,72,No,NicholasCage.png
1971,102,Dirty Harry,Drama,EastwoodClint,SantoniReni,SiegelDon,72,No,clintEastwood.png
1986,103,Ferris Bueller's Day Off,Comedy,BroderickMatthew,SaraMia,HughesJohn,12,No,NicholasCage.png
1986,89,Legend,Science Fiction,CruiseTom,SaraMia,ScottRidley,42,No,NicholasCage.png
1984,110,Buddy SystemThe,Drama,DreyfussRichard,SarandonSusan,JordanGlenn,48,No,NicholasCage.png
1989,97,A Dry White Season,Drama,SutherlandDonald,SarandonSusan,PalcyEuzhan,71,No,NicholasCage.png
1975,105,Rocky Horror Picture ShowThe,Music,GrayCharles,SarandonSusan,SharmanJim,59,No,NicholasCage.png
1968,360,War & Peace,Drama,TikhonovVyacheslav,SavelyevaLyudmila,BondarchukSergei,80,Yes,NicholasCage.png
1992,96,Defense of the Realm,Drama,ElliottDenholm,ScacchiGreta,,79,No,NicholasCage.png
1991,90,Basil The Rat,Comedy,CleeseJohn,ScalesPrunella,,9,No,NicholasCage.png
1979,90,Fawlty TowersGourmet NightWaldorf Salad & The Kipper & the Corpse,Comedy,CleeseJohn,ScalesPrunella,,46,No,NicholasCage.png
1991,80,Going Under,Comedy,PullmanBill,SchaalWendy,TravisMark W.,30,No,NicholasCage.png
1990,83,U S. Sub Standard.,Comedy,PullmanBill,SchaalWendy,,27,No,NicholasCage.png
1990,,Hells Angels on Wheels,Action,NicholsonJack,ScharfSabrina,,1,No,NicholasCage.png
1975,118,PassengerThe,Drama,NicholsonJack,SchneiderMaria,AntonioniMichelangelo,32,No,JackNicholson.png
1973,127,Last Tango in Paris,Drama,BrandoMarlon,SchneiderMaria,BertolucciBernardo,28,No,brando.png
1987,155,Indigo Autumn & Lilac Dream,Drama,SingerMarc,SchrageLisa,GillardStuart,72,No,NicholasCage.png
1924,95,Kriemhild's RevengeThe Nibelungenlied,Drama,LoosTheodor,SchönMargarete,LangFritz,74,No,NicholasCage.png
1966,102,Johnny Tiger,Drama,TaylorRobert,ScottBrenda,WendkosPaul,69,No,NicholasCage.png
1986,90,Head Office,Comedy,ReinholdJudge,SeymourJane,FinklemanKen,88,No,NicholasCage.png
1990,,Live & Let Die,Action,MooreRoger,SeymourJane,,62,No,NicholasCage.png
1972,100,Le Charme Discret de la Bourgeoisie,Comedy,ReyFernando,SeyrigDelphine,BunuelLuis,4,Yes,NicholasCage.png
1986,83,Blue City,Action,NelsonJudd,SheedyAlly,ManningMichelle,38,No,NicholasCage.png
1983,123,Bad Boys,Drama,PennSean,SheedyAlly,RosenthalRick,7,No,NicholasCage.png
1986,82,Whoopee BoysThe,Comedy,O'KeefeMichael,ShelleyCarole,ByrumJohn,54,No,NicholasCage.png
1971,118,Last Picture ShowThe,Drama,BottomsTimothy,ShepherdCybill,BogdanovichPeter,62,Yes,NicholasCage.png
1988,93,Diamond TrapThe,Drama,HessmanHoward,ShieldsBrooke,TaylorDon,58,No,NicholasCage.png
1981,115,Endless Love,Drama,HewittMartin,ShieldsBrooke,ZeffirelliFranco,20,No,NicholasCage.png
1976,90,Rocky,Drama,StalloneSylvester,ShireTalia,AvildsenJohn G.,78,Yes,NicholasCage.png
1988,103,Cocktail,Drama,CruiseTom,ShueElisabeth,DonaldsonRoger,13,No,NicholasCage.png
1936,77,Sabotage,Mystery,HomolkaOskar,SidneySylvia,HitchcockAlfred,74,No,alfredHitchcock.png
1977,105,Madame Rosa,Drama,YoubSamy Ben,SignoretSimone,MizrahiMoshe,11,Yes,NicholasCage.png
1985,56,Fozzie's Muppet Scrapbook,Comedy,BerleMilton,SillsBeverly,,86,No,NicholasCage.png
1954,110,Desiree,Drama,BrandoMarlon,SimmonsJean,KosterHenry,22,No,brando.png
1960,185,Spartacus,Drama,DouglasKirk,SimmonsJean,KubrickStanley,67,Yes,NicholasCage.png
1955,150,Guys & Dolls,Comedy,BrandoMarlon,SimmonsJean,MankiewiczJoseph L.,70,Yes,brando.png
1992,95,Until They Sail,Drama,NewmanPaul,SimmonsJean,WiseRobert,77,No,paulNewman.png
1988,116,Coming to America,Comedy,MurphyEddie,SinclairMadge,LandisJohn,11,No,NicholasCage.png
1963,93,Lilies of the Field,Drama,PoitierSidney,SkalaLilia,PoitierSidney,36,Yes,NicholasCage.png
1987,99,River's Edge,Drama,GloverCrispin,SkyeIone,HunterTim,3,No,NicholasCage.png
1986,93,Ruthless People,Comedy,DeVitoDanny,SlaterHelen,AbrahamsJim,84,No,NicholasCage.png
1987,110,Secret of My SuccessThe,Comedy,FoxMichael J.,SlaterHelen,RossHerbert,5,No,NicholasCage.png
1965,128,Shop on Main StreetThe,Drama,KronerJosef,SlivokaHana,KadarJan,37,Yes,NicholasCage.png
1988,101,Funny Farm,Comedy,ChaseChevy,SmithMadolyn,HillGeorge Roy,30,No,NicholasCage.png
1988,120,Lonely Passion of Judith HearneThe,Drama,HoskinsBob,SmithMaggie,ClaytonJack,24,No,NicholasCage.png
1978,103,California Suite,Comedy,CaineMichael,SmithMaggie,RossHerbert,11,Yes,NicholasCage.png
1986,97,Maximum Overdrive,Horror,EstevezEmilio,SmithYeardley,KingStephen,40,No,NicholasCage.png
1985,116,Pale Rider,Western,EastwoodClint,SnodgressCarrie,EastwoodClint,45,No,clintEastwood.png
1990,88,Kissing PlaceThe,Drama,BirneyMeredith Baxter,SnowVictoria,WharmbyTony,41,No,NicholasCage.png
1986,90,French Lesson,Comedy,SterlingAlexandre,SnowdenJane,GilbertBrian,29,No,NicholasCage.png
1985,88,Roller Blade,Action,HutchinsonJeff,SolariSuzanne,JacksonDonald G,31,No,NicholasCage.png
1964,101,A Shot in the Dark,Comedy,SellersPeter,SommerElke,EdwardsBlake,51,No,NicholasCage.png
1979,88,Treasure SeekersThe,Action,WhitmanStuart,SommerElke,,2,No,NicholasCage.png
1982,122,Missing,Drama,LemmonJack,SpacekSissy,Costa-Gavras,30,No,NicholasCage.png
1989,99,Picasso Trigger,Action,BondSteve,SpeirDona,SidarisAndy,20,No,NicholasCage.png
1987,97,Hard Ticket to Hawaii,Action,MossRonn,SpeirDona,SidarisAndy,36,No,NicholasCage.png
1990,,Diamonds are Forever,Action,ConnerySean,St. JohnJill,HamiltonGuy,8,No,seanConnery.png
1933,72,Baby Face,Drama,BrentGeorge,StanwyckBarbara,GreenAlfred E.,66,No,NicholasCage.png
1992,95,Violent MenThe,Action,FordGlenn,StanwyckBarbara,MateRudolph,25,No,glennFord.png
1985,117,Cocoon,Science Fiction,AmecheDon,StapletonMaureen,HowardRon,45,Yes,NicholasCage.png
1986,96,Clockwise,Comedy,CleeseJohn,SteadmanAlison,MorahanChristopher,10,No,NicholasCage.png
1993,103,Romantic Comedy,Comedy,MooreDudley,SteenburgenMary,,8,No,NicholasCage.png
1981,111,Outland,Science Fiction,ConnerySean,SternhagenFrances,HyamsPeter,7,No,seanConnery.png
1967,114,Hang 'em High,Western,EastwoodClint,StevensInger,PostTed,67,No,clintEastwood.png
1992,123,Basic Instinct,Mystery,DouglasMichael,StoneSharon,VerhoevenPaul,41,No,NicholasCage.png
1990,113,Total Recall,Action,SchwarzeneggerArnold,StoneSharon,VerhoevenPaul,8,No,NicholasCage.png
1987,115,Stakeout,Comedy,DreyfussRichard,StoweMadeleine,BadhamJohn,13,No,NicholasCage.png
1992,104,Unnamable IIThe Statement of Randolph CarterThe,Drama,Rhys-DaviesJohn,StrainJulie,OuelletteJean-Paul,36,No,NicholasCage.png
1967,85,TripThe,Drama,FondaPeter,StrasbergSusan,CormanRoger,64,No,NicholasCage.png
1987,135,Ironweed,Drama,NicholsonJack,StreepMeryl,BabencoHector,32,No,merylStreep.png
1979,,Kramer vs. Kramer,Drama,HoffmanDustin,StreepMeryl,BentonRobert,8,Yes,merylStreep.png
1988,,Still of the Night,Mystery,ScheiderRoy,StreepMeryl,BentonRobert,42,No,merylStreep.png
1991,112,Defending Your Life,Comedy,BrooksAlbert,StreepMeryl,BrooksAlbert,75,No,merylStreep.png
1978,183,Deer HunterThe,Drama,De NiroRobert,StreepMeryl,CiminoMichael,82,Yes,merylStreep.png
1984,106,Falling in Love,Drama,De NiroRobert,StreepMeryl,GrosbardUlu,31,No,merylStreep.png
1986,108,Heartburn,Comedy,NicholsonJack,StreepMeryl,NicholsMike,57,No,JackNicholson.png
1983,131,Silkwood,Drama,RussellKurt,StreepMeryl,NicholsMike,52,No,merylStreep.png
1982,151,Sophie's Choice,Drama,KlineKevin,StreepMeryl,PakulaAlan J.,64,Yes,merylStreep.png
1985,161,Out of Africa,Drama,RedfordRobert,StreepMeryl,PollackSydney,88,Yes,merylStreep.png
1981,127,French Lieutenant's WomanThe,Drama,IronsJeremy,StreepMeryl,ReiszKarel,37,No,merylStreep.png
1985,124,Plenty,Drama,DanceCharles,StreepMeryl,SchepisiFred,9,No,merylStreep.png
1988,122,A Cry in the Dark,Drama,NeillSam,StreepMeryl,SchepisiFred,67,No,merylStreep.png
1989,99,She-Devil,Comedy,BegleyEdJr.,StreepMeryl,SeidelmanSusan,43,No,merylStreep.png
1992,103,Death Becomes Her,Drama,WillisBruce,StreepMeryl,ZemeckisRobert,61,No,merylStreep.png
1991,28,Kids & Pesticides,Drama,WhyattRobin,StreepMeryl,,36,No,merylStreep.png
1970,129,On a Clear Day You Can See Forever,Music,MontandYves,StreisandBarbra,MinnelliVincente,67,No,NicholasCage.png
1987,100,Nuts,Drama,DreyfussRichard,StreisandBarbra,RittMartin,52,No,NicholasCage.png
1983,134,Yentl,Music,PatinkinMandy,StreisandBarbra,StreisandBarbra,46,No,NicholasCage.png
1968,151,Funny Girl,Music,SharifOmar,StreisandBarbra,WylerWilliam,30,Yes,NicholasCage.png
1990,97,Fellow Traveller,Drama,TravantiDaniel J.,StubbsImogen,TownsPhilip Saville,39,No,NicholasCage.png
1970,140,Dodesukaden,Drama,ZushiYoshitaka,SugaiKin,KurosawaAkira,75,No,NicholasCage.png
1987,,SicilianThe,Drama,LambertChristopher,SukowaBarbara,CiminoMichael,41,No,NicholasCage.png
1941,117,So Ends Our Night,Drama,MarchFredric,SullavanMargaret,CromwellJohn,2,No,NicholasCage.png
1984,102,Sword of the Valiant,Action,O'KeeffeMiles,SuttonEmma,WeeksStephen,5,No,NicholasCage.png
1949,78,Devil's WantonThe,Drama,MalmstenBirger,SvedlundDoris,BergmanIngmar,66,No,Bergman.png
1989,99,Driving Miss Daisy,Drama,FreemanMorgan,TandyJessica,BeresfordBruce,6,Yes,NicholasCage.png
1991,111,Seventh CrossThe,Drama,TracySpencer,TandyJessica,,35,No,spencerTracy.png
1983,105,Between Friends,Drama,RamerHenry,TaylorElizabeth,AntonioLou,54,No,elizabethTaylor.png
1957,173,Raintree County,Drama,CliftMontgomery,TaylorElizabeth,DmytrykEdward,74,No,elizabethTaylor.png
1975,101,Driver's SeatThe,Drama,BannenIan,TaylorElizabeth,GriffiGiuseppe Patroni,72,No,elizabethTaylor.png
1967,109,Reflections in a Golden Eye,Drama,BrandoMarlon,TaylorElizabeth,HustonJohn,81,No,elizabethTaylor.png
1972,110,XY & Zee,Drama,CaineMichael,TaylorElizabeth,HuttonBrian G.,87,No,elizabethTaylor.png
1968,109,Secret Ceremony,Drama,MitchumRobert,TaylorElizabeth,LoseyJoseph,60,No,elizabethTaylor.png
1963,243,Cleopatra,Drama,BurtonRichard,TaylorElizabeth,MankiewiczJoseph L.,80,No,elizabethTaylor.png
1950,,Father of the Bride,Comedy,TaylorRod,TaylorElizabeth,MinnelliVincente,54,No,elizabethTaylor.png
1992,130,Who's Afraid of Virginia Woolf?,Drama,BurtonRichard,TaylorElizabeth,NicholsMike,82,Yes,elizabethTaylor.png
1977,110,A Little Night Music,Music,CariouLen,TaylorElizabeth,PrinceHarold,61,No,elizabethTaylor.png
1956,201,Giant,Drama,HudsonRock,TaylorElizabeth,StevensGeorge,61,Yes,elizabethTaylor.png
1985,94,Rumor MillThe,Drama,DysartRichard A.,TaylorElizabeth,TrikonisGus,62,No,elizabethTaylor.png
1943,90,Lassie Come Home,Drama,McDowallRoddy,TaylorElizabeth,WilcoxFred M,79,No,elizabethTaylor.png
1993,76,Return Engagement,Drama,BottomsJoseph,TaylorElizabeth,,26,No,elizabethTaylor.png
1972,108,Hammersmith Is Out,Drama,BurtonRichard,TaylorElizabeth,,80,No,elizabethTaylor.png
1991,60,Super Duper Bloopers,Comedy,CooperGary,TaylorElizabeth,,21,No,elizabethTaylor.png
1991,,Elizabeth Taylor CollectionThe,Drama,FisherEddie,TaylorElizabeth,,21,No,elizabethTaylor.png
1973,99,Ash Wednesday,Drama,FondaHenry,TaylorElizabeth,,54,No,elizabethTaylor.png
1991,117,Last Time I Saw ParisThe,Drama,JohnsonVan,TaylorElizabeth,,13,No,elizabethTaylor.png
1931,125,Cimarron,Western,DixRichard,TaylorEstelle,RugglesWesley,44,Yes,NicholasCage.png
1992,83,Apache Woman,Western,BridgesLloyd,TaylorJoan,CormanRoger,32,No,NicholasCage.png
1984,,Gary Numan - Berzerker,Music,WebbJohn,TaylorKaren,,60,No,NicholasCage.png
1988,101,Mystic Pizza,Comedy,MosesWilliam,TaylorLili,PetrieDonald,74,No,NicholasCage.png
1991,95,Dogfight,Action,PhoenixRiver,TaylorLili,SavocaNancy,66,No,NicholasCage.png
1935,234,Adventures of Rex & RintyThe,Western,Rex the Wonder Horse,TaylorNorma,BeebeFord,87,No,NicholasCage.png
1988,60,Daphnis & Chloe,Music,MorrowCarl,TaylorVictoria,WimhurstJolyon,85,No,NicholasCage.png
1980,97,Marathon,Comedy,NewhartBob,Taylor-YoungLeigh,CooperJackie,76,No,NicholasCage.png
1948,127,Fort Apache,Western,FondaHenry,TempleShirley,FordJohn,4,No,johnFord.png
1937,100,Wee Willie Winkie,Drama,RomeroCesar,TempleShirley,FordJohn,78,No,johnFord.png
1987,91,Big Shots,Action,BuskerRicky,ThayerBrynn,MandelRobert,5,No,NicholasCage.png
1988,85,Doin' Time on Planet Earth,Comedy,StrouseNocholas,ThompsonAndrea,MatthauCharles,44,Yes,NicholasCage.png
1983,91,All the Right Moves,Drama,CruiseTom,ThompsonLea,ChapmanMichael,65,No,NicholasCage.png
1987,93,Some Kind of Wonderful,Drama,StoltzEric,ThompsonLea,DeutchHoward,16,No,NicholasCage.png
1990,87,All New Tales from the CryptA Trilogy,Horror,WalshM. Emmet,ThompsonLea,DeutchHoward,33,No,NicholasCage.png
1985,116,Back to the Future,Comedy,FoxMichael J.,ThompsonLea,ZemeckisRobert,9,No,NicholasCage.png
1963,80,Winter Light,Drama,BjörnstrandGunnar,ThulinIngrid,BergmanIngmar,2,No,Bergman.png
1963,95,SilenceThe,Drama,MalmstenBirger,ThulinIngrid,BergmanIngmar,79,No,Bergman.png
1959,100,MagicianThe,Drama,SydowMax von,ThulinIngrid,BergmanIngmar,3,No,Bergman.png
1961,154,Four Horsemen of the ApocalypseThe,Drama,FordGlenn,ThulinIngrid,MinnelliVincente,71,No,glennFord.png
1986,99,Critical Condition,Comedy,PryorRichard,TicotinRachel,AptedMichael,41,No,NicholasCage.png
1989,88,Center of the Web,Mystery,CurtisTony,TiltonCharlene,,42,No,NicholasCage.png
1990,110,Border Shootout,Action,FordGlenn,TiltonCharlene,,7,No,glennFord.png
1989,109,Lean on Me,Drama,FreemanMorgan,ToddBeverly,AvildsenJohn G.,51,No,NicholasCage.png
1986,221,On Wings of Eagles,Drama,LancasterBurt,TowersConstance,McLaglenAndrew V.,53,No,burtLancaster.png
1941,94,Texas,Western,HoldenWilliam,TrevorClaire,MarshallGeorge,79,No,NicholasCage.png
1939,80,Allegheny Uprising,Drama,WayneJohn,TrevorClaire,SeiterWilliam A.,53,No,johnWayne.png
1940,95,Dark Command,Western,WayneJohn,TrevorClaire,WalshRaoul,52,No,johnWayne.png
1986,103,Peggy Sue Got Married,Drama,CageNicolas,TurnerKathleen,CoppolaFrancis Ford,62,No,NicholasCage.png
1989,84,Dear AmericaLetters Home from Vietnam,War,De NiroRobert,TurnerKathleen,CouturieBill,57,No,NicholasCage.png
1985,130,Prizzi's Honor,Comedy,NicholsonJack,TurnerKathleen,HustonJohn,25,Yes,JackNicholson.png
1983,90,Man with Two BrainsThe,Comedy,MartinSteve,TurnerKathleen,ReinerCarl,68,No,NicholasCage.png
1984,101,Crimes of Passion,Drama,PerkinsAnthony,TurnerKathleen,RussellKen,4,No,NicholasCage.png
1985,106,Jewel of the NileThe,Action,DouglasMichael,TurnerKathleen,TeagueLewis,68,No,NicholasCage.png
1984,106,Romancing the Stone,Action,DouglasMichael,TurnerKathleen,ZemeckisRobert ,83,No,NicholasCage.png
1988,121,Accidental TouristThe,Comedy,HurtWilliam,TurnerKathleen,,56,Yes,NicholasCage.png
1955,117,Sea ChaseThe,War,WayneJohn,TurnerLana,FarrowJohn,4,No,johnWayne.png
1958,98,Another TimeAnother Place,Drama,ConnerySean,TurnerLana,,4,No,seanConnery.png
1988,90,Cannibal Women in the Avocado Jungle of Death,Comedy,PrimusBarry,TweedShannon,LawtonJ.F.,56,No,NicholasCage.png
1986,91,Mr Love.,Comedy,JacksonBarry,TyzackMargaret,BattersbyRoy,10,No,NicholasCage.png
1968,139,2001: A Space Odyssey,Science Fiction,DulleaKeir,TyzackMargaret,KubrickStanley,83,No,NicholasCage.png
1966,81,Persona,Drama,BjörnstrandGunnar,UllmanLiv,BergmanIngmar,81,Yes,Bergman.png
1973,,Scenes from a Marriage,Drama,JosephsonErland,UllmanLiv,BergmanIngmar,3,Yes,Bergman.png
1968,88,Hour of the Wolf,Drama,SydowMax von,UllmanLiv,BergmanIngmar,37,No,Bergman.png
1969,101,Passion of AnnaThe,Drama,SydowMax von,UllmanLiv,BergmanIngmar,6,No,Bergman.png
1984,96,Dangerous Moves,Drama,CaronLeslie,UllmanLiv,DemboRichard,7,Yes,NicholasCage.png
1957,147,Sayonara,Drama,BrandoMarlon,UmekiMiyoshi,LoganJoshua,19,Yes,brando.png
1968,158,Where Eagles Dare,War,BurtonRichard,UreMary,HultonBrian G.,57,No,NicholasCage.png
1985,95,Teen Wolf,Drama,FoxMichael J.,UrsittiSusan,DanielRod,58,No,NicholasCage.png
1990,88,Amazon,Action,DaviRobert,VaananenKari,KaurismäkiMika,30,No,NicholasCage.png
1973,,Paper ChaseThe,Drama,BottomsTimothy,WagnerLindsay,BridgesJames,7,Yes,NicholasCage.png
1959,88,Virgin SpringThe,Drama,SydowMax von,ValbergBrigitta,BergmanIngmar,8,Yes,Bergman.png
1970,97,Spider's Stratagem,Drama,BrogiGiulio,ValliAlida,BertolucciBernardo,45,No,NicholasCage.png
1971,102,Play Misty for Me,Mystery,EastwoodClint,WalterJessica,EastwoodClint,47,No,clintEastwood.png
1981,88,Going Ape,Comedy,DanzaTony,WalterJessica,KronsbergJeremy Joe,65,No,NicholasCage.png
1967,127,Cool Hand Luke,Drama,NewmanPaul,Van FleetJo,RosenbergStuart,49,Yes,paulNewman.png
1988,89,Phantom of the Ritz,Horror,BergmanPeter,Van ValkenburghDeborah,PloneAllen,85,No,NicholasCage.png
1990,85,Crash & Burn,Science Fiction,GanusPaul,WardMegan,BandCharles,75,No,NicholasCage.png
1991,114,After Dark My Sweet,Mystery,PatricJason,WardRachel,FoleyJames,33,No,NicholasCage.png
1992,121,Christopher Columbus: The Discovery,Adventure,BrandoMarlon,WardRachel,GlenJohn,39,No,NicholasCage.png
1986,109,Young Sherlock Holmes,Mystery,RoweNicholas,WardSophie,LevinsonBarry,16,No,NicholasCage.png
1991,104,Doc Hollywood,Comedy,FoxMichael J.,WarnerJulie,Caton-JonesMichael,64,No,NicholasCage.png
1988,96,Baja Oklahoma,Comedy,CoyotePeter,WarrenLesley Ann,RothBobby,71,No,NicholasCage.png
1986,137,Aliens,Science Fiction,BiehnMichael,WeaverSigourney,CameronJames,82,No,weaver.png
1992,115,Alien Three,Science Fiction,DuttonCharles,WeaverSigourney,FincherDavid,59,No,weaver.png
1997,109,Alien: resurrection,Science Fiction,PerlmanRon,WeaverSigourney,JeunetJean-Pierre,60,No,weaver.png
1979,117,Alien,Science Fiction,SkerrittTom,WeaverSigourney,ScottRidley,83,No,weaver.png
1985,97,One Woman or Two,Comedy,DepardieuGérard,WeaverSigourney,VigneDaniel,64,No,weaver.png
1984,96,Soggy Bottom U. S. A.,Comedy,JohnsonBen,WedgeworthAnn,FlickerTheodore J.,50,No,NicholasCage.png
1973,96,Bang the Drum Slowly,Drama,MoriartyMichael,WedgeworthAnn,HancockJohn D.,73,No,NicholasCage.png
1974,82,Catamount KillingThe,Action,BuchholzHorst,WedgeworthAnn,ZanussiKrzystoff,84,No,NicholasCage.png
1972,92,Fuzz,Action,ReynoldsBurt,WelchRaquel,CollaRichard A.,37,No,NicholasCage.png
1966,101,Shoot LoudLouderI Don't Understand!,Mystery,MastroianniMarcello,WelchRaquel,De FilippoEduardo,70,No,NicholasCage.png
1967,107,Bedazzled,Comedy,CookPeter,WelchRaquel,DonenStanley,67,No,NicholasCage.png
1977,120,Prince & the PauperThe,Action,ReedOliver,WelchRaquel,FleischerRichard,86,No,NicholasCage.png
1969,110,One Hundred Rifles,Western,ReynoldsBurt,WelchRaquel,GriesTom,48,No,NicholasCage.png
1975,90,Wild PartyThe,Drama,DukesDavid,WelchRaquel,IvoryJames,75,No,NicholasCage.png
1968,106,Bandolero!,Western,StewartJames,WelchRaquel,McLaglenAndrew V.,9,No,NicholasCage.png
1973,119,Last of SheilaThe,Mystery,CoburnJames,WelchRaquel,RossHerbert,39,No,NicholasCage.png
1972,87,Hannie Caulder,Drama,BorgnineErnest,WelchRaquel,,9,No,NicholasCage.png
1990,,Sounds of the Seventies...& the Beat Goes,Music,JonesTom,WelchRaquel,,13,No,NicholasCage.png
1988,161,Bird,Drama,WhitakerForest,VenoraDiane,EastwoodClint,24,No,NicholasCage.png
1955,60,Meet Millie,Drama,HalopFlorence,VerdugoElena,,82,No,NicholasCage.png
1987,88,Hell Comes to Frogtown,Science Fiction,LeFloreJulius,VerrellCec,JacksonDonald G,74,No,NicholasCage.png
1966,126,Fortune CookieThe,Comedy,LemmonJack,WestJudi,WilderBilly,3,Yes,NicholasCage.png
1990,92,Sun Shines BrightThe,Action,WinningerCharles,WhelanArleen,FordJohn,46,No,johnFord.png
1987,106,SqueezeThe,Action,KeachStacy,WhiteCarol,AptedMichael,23,No,NicholasCage.png
1970,91,Start the Revolution Without Me,Comedy,WilderGene,WhitelawBillie,YorkinBud,62,No,NicholasCage.png
1989,107,Major League,Comedy,SheenCharlie,WhittonMargaret,WardDavid S.,64,No,NicholasCage.png
1990,108,Bright LightsBig City,Drama,FoxMichael J.,WiestDianne,BridgesJames,30,No,NicholasCage.png
1987,97,Lost BoysThe,Horror,PatricJason,WiestDianne,SchumacherJoel,67,No,NicholasCage.png
1989,93,Cookie,Comedy,FalkPeter,WiestDianne,SeidelmanSusan,43,No,NicholasCage.png
1974,114,ConversationThe,Drama,HackmanGene,WilliamsCindy,CoppolaFrancis Ford,59,Yes,NicholasCage.png
1973,112,American Graffiti,Comedy,DreyfussRichard,WilliamsCindy,LucasGeorge,39,Yes,NicholasCage.png
1953,96,Dangerous When Wet,Music,LamasFernando,WilliamsEsther,WaltersCharles,67,No,NicholasCage.png
1980,111,Stir Crazy,Comedy,PryorRichard,WilliamsJoBeth,PoitierSidney,40,No,NicholasCage.png
1989,91,Young Einstein,Comedy,SeriousYahoo,WilsonPee-Wee,SeriousYahoo,47,No,NicholasCage.png
1956,83,KillingThe,Drama,HaydenSterling,WindsorMarie,KubrickStanley,51,No,NicholasCage.png
1973,102,CahillUnited States Marshal,Western,WayneJohn,WindsorMarie,McLaglenAndrew V.,12,No,johnWayne.png
1989,90,Savage IntruderThe,Horror,GarfieldJohn David,WingVirginia,WolfeDonald,24,No,NicholasCage.png
1992,139,Sheltering SkyThe,Drama,MalkovichJohn,WingerDebra,BertolucciBernardo,64,No,NicholasCage.png
1982,125,An Officer & a Gentleman,Drama,GereRichard,WingerDebra,HackfordTaylor,1,Yes,NicholasCage.png
1987,101,Black Widow,Mystery,HopperDennis,WingerDebra,RafelsonBob,54,No,NicholasCage.png
1986,116,Legal Eagles,Comedy,RedfordRobert,WingerDebra,ReitmanIvan,39,No,NicholasCage.png
1970,90,Bloody Mama,Action,StroudDon,WintersShelley,CormanRoger,17,No,NicholasCage.png
1965,106,A Patch of Blue,Drama,PoitierSidney,WintersShelley,GreenGuy,51,No,NicholasCage.png
1955,109,I Died a Thousand Times,Drama,PalanceJack,WintersShelley,HeislerStuart,23,No,NicholasCage.png
1977,90,Tentacles,Horror,HustonJohn,WintersShelley,HellmanOliver,62,No,NicholasCage.png
1968,100,ScalphuntersThe,Western,LancasterBurt,WintersShelley,PollackSydney,33,No,burtLancaster.png
1992,96,A Day in October,Drama,SweeneyD. B.,WolfKelly,MadsenKenneth,76,No,NicholasCage.png
1964,102,A Fistful of Dollars,Westerns,EastwoodClint,VolonteGian Maria,LeoneSergio,61,No,clintEastwood.png
1985,94,My Science Project,Comedy,StockwellJohn,Von ZerneckDanielle,BetnelJonathan,84,No,NicholasCage.png
1991,160,Great RaceThe,Comedy,MooreDudley,WoodNatalie,EdwardsBlake,88,No,NicholasCage.png
1956,119,SearchersThe,Western,WayneJohn,WoodNatalie,FordJohn,9,No,johnWayne.png
1979,105,Meteor,Action,ConnerySean,WoodNatalie,NeameRonald,5,No,seanConnery.png
1955,111,Rebel Without a Cause,Drama,DeanJames,WoodNatalie,RayNicholas,82,No,NicholasCage.png
1961,153,West Side Story,Music,BeymerRichard,WoodNatalie,WiseRobert,38,Yes,NicholasCage.png
1970,110,Trash,Comedy,DallesandroJoe,WoodlawnHolly,MorrisseyPaul,68,No,NicholasCage.png
1966,95,A Big Hand for the Little Lady,Comedy,FondaHenry,WoodwardJoanne,CookFielder,12,No,NicholasCage.png
1966,104,A Fine Madness,Comedy,ConnerySean,WoodwardJoanne,KershnerIrvin,6,No,seanConnery.png
1987,134,Glass MenagerieThe,Drama,MalkovichJohn,WoodwardJoanne,NewmanPaul,68,No,NicholasCage.png
1989,117,Harry & Son,Drama,NewmanPaul,WoodwardJoanne,NewmanPaul,57,No,paulNewman.png
1968,102,RachelRachel,Drama,OlsonJames,WoodwardJoanne,NewmanPaul,32,No,NicholasCage.png
